Number comments,Tier,Title,Votes,Date
0,novice,Titanic - Score about 80% (even a little more),0,2016-09-19 22:28:55.880000000
2,novice,Trying to Kaggle Titanic from Newbie ,4,2016-09-18 15:45:48.540000000
1,novice,A Journey through Titanic,1,2016-09-18 10:45:50.837000000
2,novice,Titanic: Random Forest,6,2016-09-18 07:53:28.140000000
1,novice,Notebookad9bbef977,3,2016-09-17 21:57:56.323000000
1,novice,Decision_trees_sj,0,2016-09-16 10:06:26.773000000
10,contributor,Model evaluation result different from Kaggle submission score.,0,2016-09-15 10:30:51.363000000
2,novice,Titanic data exploration with GLM,2,2016-09-14 18:06:21.110000000
1,novice,A Journey through Titanic,0,2016-09-14 13:38:50.740000000
2,novice,Notebook27beee4f8c,0,2016-09-12 14:29:09.613000000
0,novice,A Journey through Titanic,0,2016-09-12 12:06:38.973000000
5,contributor,Mastering the Basics on the RMS Titanic!,7,2016-09-11 20:45:13.203000000
0,novice,Are the given outputs for test data the correct ones?,0,2016-09-10 18:13:33.753000000
3,contributor,First Testing,0,2016-09-10 15:15:26.573000000
1,contributor,Decision Tree Visualization \u0026 Submission ,0,2016-09-07 09:59:22.040000000
3,contributor,oscar wala actor - Leo,11,2016-09-06 11:26:54.970000000
6,contributor,Testing SVM classifier,1,2016-09-04 11:57:03.523000000
0,contributor,Ensembling in titanic dataset,0,2016-09-04 08:22:29.327000000
0,contributor,How to Pick Which Features Pass to the Model?,0,2016-09-02 15:04:09.943000000
0,novice,Ticket,0,2016-09-02 09:06:49.197000000
1,novice,First into Kaggle: PCA and Random Forests,0,2016-09-02 04:52:18.367000000
0,novice,\u0027Names\u0027 vector returning as identical,0,2016-08-31 23:41:48.427000000
1,contributor,How to get the full score 1.00000,2,2016-08-31 03:30:29.690000000
5,contributor,oscar wala actor,3,2016-08-30 22:15:39.580000000
0,contributor,Model Comparison - SKLearn,0,2016-08-29 21:21:55.473000000
0,novice,downloading the data,0,2016-08-24 14:30:04.327000000
5,contributor,Lasso Ridge Implementation,6,2016-08-23 12:20:40.550000000
2,contributor,oscar wala actor,4,2016-08-21 14:05:48.163000000
4,novice,Decision tree visualization in python,2,2016-08-19 21:19:54.347000000
0,contributor,Fare - dealing with outliers?,1,2016-08-18 21:34:09.227000000
0,contributor,Predicting Survival on the Titanic,0,2016-08-18 14:47:07.770000000
1,contributor,Exploring Survival on the Titanic,0,2016-08-17 14:37:24.777000000
1,novice,PredictingTitanicSurvivors,0,2016-08-14 21:42:47.923000000
1,novice,A Journey through Titanic,0,2016-08-14 21:33:11.257000000
25,novice,How to score 0.8134 in the Titanic Kaggle challenge,31,2016-08-12 16:44:42.607000000
1,contributor,ML analysis of titanic dataset,1,2016-08-11 16:58:51.943000000
3,novice,Titanic-Logistic-Regression,8,2016-08-10 03:59:53.903000000
2,contributor,Titanic survival prediction in Python with XGBoost,3,2016-08-09 17:28:03.877000000
14,contributor,Tuning Random Forest Parameters,21,2016-08-08 06:26:58.543000000
2,contributor,Random Forest,0,2016-08-07 14:40:31.217000000
0,novice,Elastic Net vs. Ridge/Lasso,0,2016-08-03 21:42:51.350000000
1,novice,Debugging ,1,2016-08-02 02:10:12.810000000
0,contributor,Tests_Random_Forest,1,2016-07-31 15:27:33.510000000
0,novice,Comparing randomForest in R to sklearn\u0027s RandomForestClassifier,0,2016-07-29 18:12:15.370000000
0,novice,Variable Importance,0,2016-07-28 15:06:31.337000000
1,novice,How to Improve,0,2016-07-26 06:56:56.563000000
1,contributor,Gaussian naive Bayes,3,2016-07-24 17:48:28.410000000
2,contributor,testt,0,2016-07-22 21:50:52.443000000
2,contributor,mxnet,0,2016-07-21 12:33:27.660000000
2,contributor,Titanic: Machine Learning from Disaster,24,2016-07-20 16:41:09.900000000
1,contributor,Should I use one-hot encoding for Gender?,0,2016-07-20 05:16:57.423000000
4,novice,Logistic Regression on Titanic,1,2016-07-19 03:51:52.520000000
1,novice,Data cleaning,0,2016-07-18 03:21:24.070000000
2,novice,Rules question - apologies if duplicate,1,2016-07-18 02:56:38.747000000
13,expert,Titanic passenger survival,27,2016-07-17 21:31:36.587000000
79,expert,Scikit-Learn ML from Start to Finish,272,2016-07-17 17:26:02.560000000
1,contributor,RF - Replace missing Value Automatically,2,2016-07-17 03:51:44.857000000
1,novice,Titanic predictions,0,2016-07-14 21:26:41.330000000
1,contributor,Titanic test,0,2016-07-14 19:12:36.867000000
2,novice,Stuck on 0.7655,1,2016-07-14 06:53:09.520000000
1,novice,What\u0027s wrong with my submission?,0,2016-07-12 10:59:45.290000000
1,expert,Complete Tutorial - Score 0.80861 With Only 4 Features!,0,2016-07-10 21:47:04.040000000
1,novice,cannot load data into R,0,2016-07-09 18:29:15.557000000
5,expert,What does it mean when a Cabin is \u0022F Gxx\u0022?,2,2016-07-05 12:30:22.910000000
1,contributor,First model on Titanic dataset,5,2016-07-04 18:15:24.913000000
21,contributor,My First Kaggle Script,24,2016-07-02 14:03:51.197000000
2,novice,What happened to my entries?,0,2016-07-02 00:12:02.847000000
5,contributor,12 % lower accuracy when submitted to kaggle,0,2016-07-01 18:10:58.457000000
0,contributor,Submission made by a tree is better than one made by 1000-tree RF,0,2016-06-30 16:25:18.997000000
0,contributor,Video: How to use pandas with scikit-learn to create Kaggle submissions,0,2016-06-29 18:50:30.280000000
0,novice,Why do I get the mistake when I\u0027m trying to use if statement in excel?,0,2016-06-28 10:21:48.117000000
0,contributor,Titanic R submission,0,2016-06-26 20:45:28.600000000
1,novice,Random forest sklearn cross_val_score anomaly,0,2016-06-25 21:57:44.527000000
1,contributor,TitanicEDAinR,0,2016-06-23 23:37:13.697000000
2,novice,Why don\u0027t Excel interpret the data as columns?,0,2016-06-23 08:30:43.320000000
1,novice,How have the leaders attained 100% accuracy?,0,2016-06-21 19:41:10.773000000
3,novice,titanic_survival_preds,0,2016-06-18 21:46:57.283000000
7,novice,Titanic survival prediction,3,2016-06-16 04:57:45.480000000
1,novice,Titanic Survivors,2,2016-06-16 00:46:20.593000000
2,novice,Exploring Survival on the Titanic,6,2016-06-14 21:48:52.510000000
1,novice,basic-tree-01,0,2016-06-14 15:48:34.130000000
1,contributor,titanic-submission,0,2016-06-14 01:00:53.667000000
1,novice,Lucky tickets,4,2016-06-10 09:19:32.757000000
0,novice,Why I don\u0027t think estimating ages is necessary,3,2016-06-09 16:13:30.637000000
0,novice,Creating a script,1,2016-06-06 19:27:10.570000000
0,contributor,feature_importances deems gender umimportant,0,2016-06-04 15:13:28.207000000
0,novice,Cross Validation in R for Logistic Regression and Random Forest models,0,2016-06-02 17:42:36.203000000
0,novice,Writeup on 2 attempts getting up to 78% accuracy,0,2016-06-02 16:15:18.953000000
0,novice,Blank Age cells,0,2016-06-02 15:20:19.470000000
0,novice,Linear Regression in Excel,0,2016-05-29 15:57:15.463000000
0,contributor,Time Series Analysis,0,2016-05-29 08:04:15.983000000
0,novice,Python 3 Tutorials,0,2016-05-26 05:07:53.830000000
0,novice,Getting Started with Python II: looking at age column from data array,0,2016-05-26 04:29:30.520000000
1,novice,Random Forest Benchmark (R),1,2016-05-25 12:44:45.950000000
9,contributor,Lasso Ridge Implementation,23,2016-05-24 17:50:05.380000000
0,novice,"Retrieving specific data in an array.  [0::,4] vs [0:,4]",0,2016-05-24 03:31:33.517000000
3,novice,Missing age data,0,2016-05-22 14:47:37.183000000
0,novice,feature engineering,0,2016-05-22 11:11:38.393000000
11,novice,Study of Tree and Forest algorithms,33,2016-05-15 21:23:57.833000000
1,novice,choooo,5,2016-05-14 19:59:53.613000000
0,novice,My notes on Using Logistic Regression with Variations of Data Cleaning (A link to a github respository included),0,2016-05-12 23:34:35.767000000
2,novice,Is it cheating to combine train and test to engineer features,0,2016-05-02 10:58:23.167000000
4,novice,Titanic Journal,10,2016-05-01 17:19:43.503000000
4,novice,Error when creating ggplot,0,2016-04-29 17:21:06.887000000
1,novice,Estimate Age by logistic regression,0,2016-04-29 14:49:17.327000000
3,contributor,0.88517 in LB,0,2016-04-29 01:07:56.287000000
0,novice,How to start,0,2016-04-24 11:35:35.723000000
3,contributor,preliminary exploration,13,2016-04-22 06:29:21.037000000
0,novice,"feature engineering, how to?",0,2016-04-20 19:06:46.683000000
1,novice,Titanic Survival Logistic Regression,0,2016-04-19 21:47:07.017000000
1,novice,demo-test1,0,2016-04-16 13:23:35.953000000
9,contributor,Beginner\u0027s attempt: LB 0.8134,4,2016-04-14 21:09:45.347000000
6,contributor,"RandomForest, Leaderboard 0.8134",16,2016-04-14 21:00:25.233000000
1,novice,julia,1,2016-04-13 15:08:14.133000000
0,contributor,Stacking classifiers while using SelectKBest,0,2016-04-11 23:51:06.083000000
0,novice,pandas data munging issue,0,2016-04-09 10:18:10.607000000
0,novice,Submissions,0,2016-04-05 20:47:25.587000000
3,staff,Beat the benchmark with one cool trick,8,2016-04-05 02:26:49.470000000
0,novice,Splitting by gender,0,2016-03-29 13:02:18.287000000
1,novice,Exploring Survival on the Titanic,3,2016-03-26 17:50:39.947000000
6,novice,"Probit, Logit or RF? ",9,2016-03-24 04:48:49.890000000
0,novice,How to estimate randomness implicit in any prediction problem,0,2016-03-18 10:00:35.023000000
2,novice,Difference in Accuracy score pre and post upload,0,2016-03-16 17:33:39.340000000
1,novice,DecisionTree,1,2016-03-16 11:30:36.010000000
0,contributor,Optimizied Titanic Machine Learning Model,0,2016-03-16 10:15:19.113000000
0,novice,Titanic_deeplearning_ofg.R,0,2016-03-15 11:32:50.943000000
0,contributor,Quadratic features selection - Logistic Regression,1,2016-03-14 10:16:49.887000000
1,novice,Titanic Data Mining in one click! Create Excel formula with NeoNeuro!,0,2016-03-13 11:57:48.947000000
1,contributor,How to read in train.csv with Python csv reader?,0,2016-03-12 23:39:59.657000000
1,contributor,Women \u0026 Children Feature Variable,0,2016-03-08 14:28:15.967000000
0,novice,Will I upload my solution here in forum on kaggle ? ,0,2016-03-07 17:52:47.247000000
28,novice,Looking for team members,0,2016-03-07 12:13:46.167000000
833,staff,Exploring Survival on the Titanic,2416,2016-03-06 22:10:44.693000000
2,contributor,"How to improve test accuracy score with Random forest, Feature Selection?",1,2016-02-17 07:22:22.780000000
3,novice,Wanting to learn regression formulas!  Only know linear!  Need help!,0,2016-02-17 05:31:11.447000000
1,contributor,Combining train data and test data violates the rules?,0,2016-02-14 09:20:29.647000000
35,master,Genetic Programming LB ~ 0.88,44,2016-02-13 16:56:41.163000000
0,novice,stopiteration error,0,2016-02-11 16:42:41.947000000
15,novice,Random Forest Survivors,5,2016-02-10 21:56:43.980000000
2,novice,Decision Tree Survivors,0,2016-02-10 21:44:37.720000000
2,novice,Aliens and the Titantic,0,2016-02-09 05:34:21.833000000
1,contributor,What\u0027s considered a \u0022good\u0022 score?,3,2016-02-05 22:43:35.930000000
0,novice,tantantan v1.0,0,2016-02-04 19:40:56.823000000
3,contributor,Titanic competition using Xgboost,10,2016-01-31 22:14:15.620000000
0,novice,Predicting age,0,2016-01-30 17:31:41.990000000
2,contributor,tensorflow,0,2016-01-29 14:47:38.063000000
1,novice,Titanic,0,2016-01-18 12:30:47.360000000
2,contributor,interactive widgets in a notebook?,0,2016-01-16 13:59:16.200000000
0,novice,Can\u0027t upload train CSV  \u0022IOERROR: [Errno 2],0,2016-01-15 21:56:06.037000000
0,novice,Aspiring Data Scientist looking for help,0,2016-01-13 06:25:27.527000000
4,novice,Score of 0.0000???,1,2016-01-13 01:17:50.370000000
0,novice,Test set vs training set,0,2016-01-09 08:47:08.297000000
1,contributor,Sample SVM model with X-Validation,4,2016-01-08 03:53:48.173000000
0,novice,first attempt - all survived in the test data !??,0,2016-01-07 16:47:14.817000000
4,novice,Confusion Matrix,0,2016-01-07 15:41:38.057000000
2,contributor,Getting public score of 0,0,2016-01-04 07:21:48.680000000
2,novice,fancyRpartPlot diagram meaning,0,2015-12-16 01:26:51.487000000
1,novice,Challenge and Interesting point: GLM to model Titanic data using Poission rather Binomial,0,2015-12-14 12:41:15.857000000
1,novice,test_fork_001,0,2015-12-02 09:07:01.720000000
2,novice,randomForest + cforest method,5,2015-11-29 19:40:54.380000000
1,novice,Basic Machine Learning / Feature Engineering question,0,2015-11-27 16:08:13.773000000
3,contributor,Deep Learning with TensorFlow on Titanic data.,6,2015-11-27 07:20:42.897000000
1,novice,a compile error:ValueError: ndarray is not Fortran contiguous,0,2015-11-27 02:39:16.270000000
0,expert,General questiones of hot fixing dummy variables,0,2015-11-26 08:30:47.537000000
3,novice,Titanic Simple Logit with Interaction,3,2015-11-26 00:56:57.300000000
376,expert,A Journey through Titanic,963,2015-11-12 22:14:55.670000000
2,novice,Trouble with Python,0,2015-11-12 20:59:39.567000000
1,novice,First Task Errors Out ,0,2015-11-11 21:15:45.693000000
21,novice,Large families not good for Survival,69,2015-11-11 15:14:10.890000000
0,novice,Questions on Submitting In-Class Work for Competition,0,2015-11-11 09:15:42.110000000
0,novice,titanic - R package to quickly load data sets,2,2015-11-10 19:17:37.700000000
5,master,LB ~ .89 Using GP with c++ ,0,2015-11-04 17:27:24.570000000
0,novice,Installation of pandas,0,2015-11-03 18:25:38.880000000
1,contributor,cannot load my result csv file,0,2015-10-31 21:09:28.257000000
1,novice,Overwrote variable values for the whole file,0,2015-10-28 12:41:49.260000000
3,novice,Looking for someone to team up with,0,2015-10-27 16:21:03.177000000
9,novice,kaggle-titanic-001,39,2015-10-27 14:21:11.550000000
0,novice,How do you test your model and optimize parameters?,1,2015-10-20 22:20:44.873000000
4,novice,R DataCamp Tutorial: Random Forest,0,2015-10-18 14:48:08.817000000
14,novice,Any one interested to team with this competition?,0,2015-10-08 06:49:44.207000000
4,contributor,Validation and submission scores,0,2015-10-05 12:34:49.260000000
0,novice,mahak,1,2015-10-02 10:44:08.120000000
9,expert,Python starter for IDE recommandation,0,2015-09-30 02:35:39.497000000
2,novice,Too many indices for Array error,0,2015-09-29 00:44:07.497000000
0,contributor,Is there a need to upload the script?,0,2015-09-25 07:10:31.473000000
3,expert,PolyFeatures + XGBoost  (Python),3,2015-09-21 16:15:25.850000000
1,novice,why my titanic\u0027s result became \u0027None\u0027?help~,0,2015-09-21 06:54:06.097000000
1,contributor,Trial,0,2015-09-16 00:43:55.230000000
0,contributor,Bug Using Python Regular Expression Findall on Anaconda 2.7.3?,0,2015-09-15 15:26:48.630000000
0,novice,What is the function of \u0022re-paste\u0022 ?,0,2015-09-13 00:00:18.807000000
1,novice,Attribute Error,0,2015-08-26 20:13:03.360000000
1,novice,How to implement the rule like this?,0,2015-08-18 06:28:48.077000000
10,novice,My Titanic Survior in Spark/PySpark Diary,1,2015-08-12 21:42:11.410000000
41,novice,Looking for a team,0,2015-08-10 16:43:10.897000000
2,contributor,4D visualization in matplotlib,4,2015-07-31 17:23:54.033000000
1,novice,Submission Error,0,2015-07-31 16:47:57.223000000
0,novice,First Kaggle Submission,0,2015-07-29 23:57:48.770000000
0,contributor,Model Predicts Negative Survival,2,2015-07-28 19:43:06.897000000
1,contributor,Is feature scaling always good? and need help for improvements!,0,2015-07-26 18:55:51.507000000
2,novice,Trying to solve with keras nn,0,2015-07-25 14:22:27.260000000
4,novice,How to get last place,13,2015-07-23 22:07:46.957000000
1,novice,RandomForest,0,2015-07-20 08:11:42.640000000
1,novice,Python Seaborn PairPlot Example,0,2015-07-18 08:37:13.160000000
1,novice,Visualisation of NN model perf. (Rmd),1,2015-07-15 20:27:54.153000000
5,contributor,Random forrest vs logistics regression,0,2015-07-15 20:12:42.740000000
0,novice,Using linear regression for missing ages. ,0,2015-07-15 06:39:28.737000000
2,novice,When to drop categorical feature?,0,2015-07-14 08:27:13.267000000
30,novice,Decision Tree Visualization \u0026 Submission,127,2015-07-14 06:32:40.587000000
0,master,A new python tutorial for this competition,1,2015-07-14 00:11:50.007000000
3,novice,Visualisation of NN model performance,3,2015-07-13 20:14:54.130000000
2,novice,cross validation doesn\u0027t work?,0,2015-07-13 13:55:16.780000000
2,novice,Titanic RandomForrest v1.2,0,2015-07-11 00:24:13.403000000
1,novice,Random Forest Benchmark (R),0,2015-07-10 21:39:32.927000000
1,contributor,Random Foreset Algorithm Implementation,0,2015-07-04 20:03:00.770000000
2,novice,"Dang Ky lap Mang FPT Bien Hoa, Dong nai",0,2015-07-02 10:22:50.660000000
0,novice,"Dang Ky Lap Mang FPT Phu My Hung, Tp Ho Chi Minh",0,2015-07-02 10:17:53.067000000
1,contributor,Titanic RandomForrest v1.2,10,2015-06-30 11:49:32.153000000
2,contributor,randomForest method v1.0,1,2015-06-30 11:16:41.967000000
0,novice,Ensemble methods perform worse,4,2015-06-29 07:35:39.803000000
44,novice,My \u0022Titanic survivor in R\u0022 Diary,2,2015-06-27 14:59:28.683000000
2,novice,Incorrect data?,3,2015-06-26 18:54:32.717000000
1,novice,RandomForest Benchmark,2,2015-06-25 17:18:33.903000000
3,novice,Pylab not working in iPython?,0,2015-06-24 19:36:26.243000000
2,contributor,R Help needed: unable to convert few titles to common title,0,2015-06-24 01:53:27.703000000
2,contributor,Simple RandomForest,2,2015-06-20 14:03:47.643000000
0,novice,what is the winning approach so far in python?,0,2015-06-15 07:43:11.627000000
1,novice,Cabin Position may affect Survival ?,9,2015-06-15 03:52:25.250000000
3,novice,Benchmarking Random Forests,6,2015-06-13 15:59:11.360000000
2,expert,My Random Forest,1,2015-06-10 11:28:06.640000000
3,novice,Error reading csv in OSX Yosemite with R,0,2015-06-10 03:29:30.857000000
0,novice,"Reading Kaggle Data into R H2O Package, continuous errors",0,2015-06-08 02:29:56.900000000
4,staff,Tutorial 1: Gender Based Model (0.76555),9,2015-06-06 00:00:21.047000000
0,contributor,Why public score fall out 95% quantile of accuracy estimations ?,0,2015-06-05 22:51:22.387000000
1,contributor,resample,2,2015-06-05 22:29:02.923000000
4,contributor,For those who achieved 1.00000,0,2015-06-03 18:08:33.787000000
6,novice,Predict function doesn\u0027t predict for all rows?,0,2015-06-01 20:11:15.577000000
1,novice,Importing data into H2O from R,0,2015-05-31 11:35:13.213000000
0,novice,How to do k-fold cross validation on random forest?,0,2015-05-30 17:05:30.463000000
1,novice,No entries !!!,-1,2015-05-30 13:30:20.643000000
0,novice,filling in for the null values!,0,2015-05-30 11:57:06.393000000
3,novice,Using R: how can I use Random Forests to identify important variables?,1,2015-05-30 04:46:08.323000000
4,staff,Testing comments,0,2015-05-29 15:23:29.507000000
1,staff,Playing around - hidden,0,2015-05-29 14:18:11.180000000
1,novice,why I am not in the leaderboard?,0,2015-05-28 09:55:08.790000000
4,novice,Interactive R Tutorial: Machine Learning Machine Learning for the Titanic Competition,0,2015-05-28 08:42:55.887000000
0,contributor,Number of trees and the splitting criterion - Relationship,0,2015-05-20 11:23:21.647000000
1,staff,Julia Default Script,0,2015-05-18 21:54:29.817000000
1,grandmaster,recent photo of Titanic,2,2015-05-11 09:27:19.140000000
2,novice,How to improve the model?,0,2015-05-05 15:52:15.270000000
0,contributor,Filling NA\u0027s with mode,0,2015-05-04 09:48:52.743000000
2,novice,How to bin by paid fare - Excel tutorial,0,2015-05-03 21:44:41.403000000
5,novice,Cleaning up test data,0,2015-05-02 20:03:43.997000000
3,novice,Titanic as a neural network problem,0,2015-04-24 07:05:55.130000000
3,contributor,Titanic: scored 0.00 after trying logistic regression,0,2015-04-22 17:26:47.793000000
1,novice,caret glm with cross validation confusion,1,2015-04-21 23:14:33.450000000
7,staff,Lucky names,32,2015-04-18 00:14:28.837000000
1,novice,How to get false positives/negatives and true positives/negatives.,0,2015-04-17 04:11:39.733000000
1,expert,Traveling alone or with family,12,2015-04-15 19:26:58.060000000
9,novice,XGBoost example (Python),51,2015-04-15 18:31:28.753000000
11,staff,Introducing Kaggle Scripts,55,2015-04-15 02:48:15.383000000
1,staff,Installed Python Packages,3,2015-04-15 02:47:03.970000000
1,staff,Installed R Packages,3,2015-04-15 02:43:56.510000000
6,staff,Python Seaborn PairPlot Example,16,2015-04-15 02:30:22.800000000
0,novice,Using Amazon Machine Learning for Kaggle,2,2015-04-14 03:20:01.073000000
17,staff,XGBoost example (Python),86,2015-04-13 21:25:53.580000000
3,staff,Exploratory Analysis in R,10,2015-04-13 20:49:20.250000000
54,staff,Random Forest Benchmark (R),173,2015-04-13 19:33:19.047000000
0,novice,[Python] Not Multidimensional array ?,0,2015-04-13 15:15:12.263000000
14,novice,Higher score!!!!!!!!!!!,0,2015-04-09 13:43:16.300000000
2,contributor,New machine learning video tutorials for beginners,6,2015-04-08 22:50:07.577000000
0,novice,Need help - Python,0,2015-04-08 11:07:54.487000000
0,contributor,test data shows 0 instances when tested upon train data?,0,2015-04-07 01:41:02.507000000
1,contributor,Best expected result using KNN?,0,2015-04-06 20:00:00.850000000
1,contributor,Feature Engineering,0,2015-04-04 14:57:13.163000000
33,novice,Looking for a team/Joining a team,0,2015-03-31 17:38:40.347000000
1,contributor,stacking models (baselearners--\u003emetalearn),3,2015-03-30 05:46:22.267000000
0,novice,Error 2,0,2015-03-26 13:50:05.270000000
4,expert,Python tutorial errata?,0,2015-03-26 08:56:11.660000000
6,novice,Understanding glm() model -  Generalized linear model,0,2015-03-25 05:08:58.573000000
0,novice,How to bookmark or follow a competition?,0,2015-03-24 03:36:12.723000000
6,novice,test.csv and leaderboard score \u00221.000\u0022,3,2015-03-14 07:14:45.383000000
1,novice,Problem with survival_table,0,2015-03-12 12:32:27.937000000
1,novice,Can Embarked be used as variable taking 3 values?,0,2015-03-07 08:44:43.280000000
0,novice,Evaluation Exception: is not a valid value for Double,0,2015-03-07 03:39:38.357000000
1,contributor,Can I use info from the test set in training?,0,2015-03-06 14:07:37.507000000
3,expert,Cabin map,3,2015-02-26 15:58:40.900000000
13,novice,[Python] Issue reading in train.csv,0,2015-02-26 15:05:19.933000000
3,novice,issues when running output = forest.predict(test_data),0,2015-02-12 23:10:59.567000000
4,novice,Survival Table an example of Naive Bayes ??,1,2015-02-11 09:06:03.533000000
0,novice,,0,2015-02-05 17:07:48.027000000
0,novice,Record 62 had 1 column but expected 2,4,2015-01-25 02:12:01.440000000
1,novice,Easy Python Code to Achieve 77% Accuracy Rate,1,2015-01-16 15:34:00.767000000
0,novice,getting weird error in myfirstforest.py,1,2015-01-16 13:24:50.373000000
0,novice,Getting a strange ValueError,0,2015-01-06 17:26:00.193000000
6,contributor,What does overfitting mean?,0,2014-12-31 09:10:05.173000000
6,novice,What is the meaning of the training set variables,0,2014-12-25 08:54:36.470000000
3,novice,Inputing data on test set,1,2014-12-17 15:20:51.570000000
0,novice,"R problem: Error in newdata[, object$scaled, drop = FALSE] :    (subscript) logical subscript too long",1,2014-12-15 08:40:45.240000000
1,novice,why random forest hit  .60 ?,0,2014-12-14 05:56:08.493000000
2,novice,why submission score is so diff from my cv,0,2014-12-13 06:29:57.200000000
6,novice,Do ticket numbers mean anything?,3,2014-12-03 23:18:40.917000000
4,novice,"Child died, Wife died: constructing a new variable",2,2014-12-01 20:26:41.180000000
1,novice,What is the purpose of gendermodel and genderclassmodel?,0,2014-12-01 16:39:21.800000000
1,master,Data snooping,1,2014-11-24 13:47:47.847000000
2,novice,My code; please provide improvements,2,2014-11-24 03:23:14.343000000
2,novice,Python - Anaconda,1,2014-11-22 12:03:51.407000000
2,novice,understanding python ,0,2014-11-20 22:15:01.720000000
0,novice,Looking for Teammate,0,2014-11-20 05:41:09.637000000
4,novice,Random Forest Output issue,0,2014-11-17 03:09:19.767000000
0,contributor,submission Issue,0,2014-11-14 09:22:34.837000000
0,novice,Null Submission result !,0,2014-11-13 11:15:13.713000000
1,novice,Non-technical question re this competition,0,2014-11-07 01:40:45.790000000
2,novice,How to Learn from Non numerical data.,0,2014-10-31 19:59:13.183000000
2,novice,RuntimeWarning Errors when running \u0022genderclassmodel.py\u0022,0,2014-10-18 19:07:07.350000000
1,novice,gendermodel./genderclassmodel.csv,0,2014-10-17 01:01:10.770000000
12,novice,SVM: Worthwhile or Pointless?,1,2014-10-11 23:33:46.803000000
1,novice,Passengers Paid No Fare,2,2014-10-10 09:47:44.480000000
1,contributor,Getting Started with MATLAB,3,2014-10-10 05:12:28.880000000
8,novice,\u0022Embarked\u0022 has 4 factor levels in the training set.,0,2014-10-07 18:25:09.543000000
3,novice,strange error,0,2014-10-06 20:13:09.183000000
0,contributor,Score not changing at all... What am I missing?,1,2014-10-02 16:58:42.927000000
1,novice,Getting started with Python3 in Windows,2,2014-10-02 11:52:37.207000000
0,novice,Plenty of Errors on Curt Wehrley approach using R,1,2014-10-01 09:32:43.787000000
0,novice,Statskom - SAS tutorial#2 PROC FREQ,0,2014-09-30 10:12:38.887000000
2,novice,Statskom - SAS tutorials,4,2014-09-24 20:42:15.537000000
3,novice,Problem with assignement of observations to variables In R,0,2014-09-24 07:33:13.643000000
1,novice,Problem with assignement of observations to variables In R,0,2014-09-24 07:30:02.987000000
5,contributor,Best way to include categorial data in the training set?,1,2014-09-24 05:19:33.570000000
1,contributor,Where does test_data come from in the python tutorial?,0,2014-09-23 05:25:54.933000000
6,contributor,Cannot import pandas?,1,2014-09-21 07:06:53.660000000
0,contributor,Sum of Survived and Count of Survived,0,2014-09-19 20:42:25.743000000
15,novice,Anyone hit .80 with scikit-learn?,2,2014-09-16 00:32:13.627000000
1,novice,Unexpected column error,0,2014-09-15 13:24:02.450000000
1,novice,Using SPSS,0,2014-09-10 22:28:32.573000000
0,novice,"Conditional Forest - Calculate Overfitting, OOB Error",0,2014-09-04 18:25:32.440000000
6,novice,Random Forest - How to get accuracy beyond 80%,0,2014-09-01 17:46:40.273000000
0,novice,[Python] How to keep the same dummy variables in test dataset,0,2014-09-01 11:42:24.700000000
0,master,Decision Trees,6,2014-08-31 04:00:27.587000000
0,contributor,Getting 0.799 with Random Forests and Gradient Boosting,2,2014-08-29 20:49:02.220000000
14,novice,Beginners tutorial for Titanic dataset,8,2014-08-29 17:15:56.980000000
9,contributor,Pandas and Scikit-learn introduction via Kaggle Titanic competition,10,2014-08-27 10:31:12.053000000
24,contributor,How to get a 1.000,5,2014-08-23 02:44:27.247000000
8,novice,Random Forest - Understanding k fold cross validation,1,2014-08-20 21:23:47.677000000
0,novice,Scikit-learn cross validation doesn\u0027t seem to be helping,0,2014-08-18 20:41:49.443000000
2,novice,Evaluation exception: is not a valid value for double,0,2014-08-18 11:33:21.590000000
2,novice,Issue with numpy,0,2014-08-15 16:02:55.647000000
3,novice,Random Forest - How to handle overfitting,0,2014-08-15 04:37:02.473000000
3,contributor,Cross Validation Score not Representative of Submission Score,2,2014-08-14 18:00:48.310000000
0,novice,Octave ,0,2014-08-13 16:54:47.547000000
0,novice,About pandas,0,2014-08-12 03:49:24.823000000
3,novice,Test File - Each Submission produces the same score,0,2014-08-08 15:27:59.290000000
2,contributor,Online Python environment for this competition,0,2014-08-06 19:15:37.693000000
2,novice,Statistical Question about Interactions \u0026 Machine Learning,0,2014-08-02 13:46:28.403000000
2,novice,Levels of Embarked wrong in Python?,0,2014-08-01 23:57:44.910000000
1,contributor,Converting the data files to European format,0,2014-08-01 11:51:00.840000000
4,novice,Prediction base on Passenger Sex +  Where they embarked will have ,0,2014-08-01 06:40:50.257000000
2,novice,Excel Tutorial: No difference between Male only and Male+FemaleClass3\u003e20,0,2014-07-28 08:08:59.347000000
4,novice,Beating BigML: delaying the robot apocalypse.,0,2014-07-23 04:12:48.807000000
0,novice,Error message in caret package in R,1,2014-07-16 20:13:41.697000000
0,novice,problem loading csv file with python ,0,2014-07-16 15:58:34.097000000
2,novice,4 bins,0,2014-07-10 07:28:39.460000000
1,novice,About overfitting the test set and winning competitions,0,2014-07-09 16:24:30.597000000
2,contributor,R Caret Package (train): Tuning Parameters in rpart \u0026 rpart2 ,0,2014-07-08 22:39:22.100000000
0,novice,SVM confusion matrix,0,2014-07-03 19:29:11.533000000
